playerid,playername,playerpos,dtstart,dtstop,sessionid,sessiondesc,phaseid,phasename,aal,speedmax,jumps,physioload,exertions,distancetotal
8,Akuel Kot,Guard,2023-11-08 02:45:05,2023-11-08 02:50:48,15,NNM,219,Segment 6,67.867965,5.515621,2,72.125318,17,440.490229
8,Akuel Kot,Guard,2023-11-08 02:52:51,2023-11-08 03:00:42,15,NNM,221,Segment 7,89.589967,4.410836,3,88.798769,17,542.31983
8,Akuel Kot,Guard,2023-11-08 03:03:26,2023-11-08 03:09:19,15,NNM,223,Segment 8,20.201533,2.023208,0,15.697881,3,95.87151
8,Akuel Kot,Guard,2023-11-08 03:10:10,2023-11-08 03:12:27,15,NNM,225,Segment 8,5.052248,0.958936,0,1.636522,1,9.994715
8,Akuel Kot,Guard,2023-11-08 03:14:56,2023-11-08 03:21:19,15,NNM,227,Segment 9,74.205768,4.408846,5,78.176834,19,477.448591
8,Akuel Kot,Guard,2023-11-08 03:23:37,2023-11-08 03:31:23,15,NNM,229,Segment 10,11.192346,1.050341,0,3.712372,1,22.672531
9,Cam Manyawu,Big,2024-03-06 01:36:20,2024-03-06 01:43:16,184,Air Force,1993,Segment 1,5.873966,0.671643,0,4.499049,0,19.184784
9,Cam Manyawu,Big,2024-03-06 01:45:39,2024-03-06 01:48:32,184,Air Force,1995,Segment 2,54.82821,5.755839,4,72.943621,7,311.045191
9,Cam Manyawu,Big,2024-03-06 01:50:59,2024-03-06 01:55:59,184,Air Force,1997,Segment 3,72.058122,6.13707,1,93.721636,11,399.646517
9,Cam Manyawu,Big,2024-03-06 01:58:21,2024-03-06 02:04:11,184,Air Force,1999,Segment 4,82.261385,6.835111,6,117.590566,9,501.428081
9,Cam Manyawu,Big,2024-03-06 02:06:23,2024-03-06 02:09:53,184,Air Force,2001,Segment 5,11.464516,3.270859,0,14.135259,1,60.275378
9,Cam Manyawu,Big,2024-03-06 02:10:39,2024-03-06 02:13:05,184,Air Force,2003,Segment 5,26.711938,4.79127,2,40.338424,7,172.010557
9,Cam Manyawu,Big,2024-03-06 02:29:08,2024-03-06 02:36:21,184,Air Force,2005,Segment 6,80.108035,6.255501,5,106.559237,15,454.388439
9,Cam Manyawu,Big,2024-03-06 02:39:07,2024-03-06 02:41:41,184,Air Force,2007,Segment 6,31.592294,4.992319,1,42.459137,6,181.053671
9,Cam Manyawu,Big,2024-03-06 02:44:02,2024-03-06 02:44:26,184,Air Force,2009,Segment 7,2.064382,1.391589,0,3.366641,0,14.355986
9,Cam Manyawu,Big,2024-03-06 02:46:43,2024-03-06 02:51:49,184,Air Force,2011,Segment 7,75.998198,5.656248,5,103.318423,8,440.569006
9,Cam Manyawu,Big,2024-03-06 02:54:10,2024-03-06 02:59:27,184,Air Force,2013,Segment 8,4.349188,2.686428,0,3.617984,1,15.427759
9,Cam Manyawu,Big,2024-03-06 03:02:01,2024-03-06 03:09:46,184,Air Force,2015,Segment 9,97.653887,6.084602,7,126.848141,20,540.904105
9,Cam Manyawu,Big,2024-03-06 03:12:39,2024-03-06 03:15:03,184,Air Force,2017,Segment 10,41.401911,5.574952,2,52.247267,6,222.792083
9,Cam Manyawu,Big,2024-03-06 03:16:49,2024-03-06 03:20:19,184,Air Force,2019,Segment 10,34.04661,6.901358,3,49.516818,3,211.148938
9,Cam Manyawu,Big,2024-02-28 02:06:22,2024-02-28 02:12:28,178,UNLV,1885,Segment 1,5.494671,1.488272,0,4.830982,0,20.600206
9,Cam Manyawu,Big,2024-02-28 02:14:54,2024-02-28 02:22:27,178,UNLV,1887,Segment 2,88.40237,6.41329,3,124.728882,12,531.867192
9,Cam Manyawu,Big,2024-02-28 02:25:26,2024-02-28 02:31:20,178,UNLV,1889,Segment 3,65.443559,6.230432,4,95.260167,7,406.207098
9,Cam Manyawu,Big,2024-02-28 02:34:06,2024-02-28 02:41:39,178,UNLV,1891,Segment 4,67.880559,5.298543,4,97.696588,9,416.596453
9,Cam Manyawu,Big,2024-02-28 02:44:56,2024-02-28 02:49:03,178,UNLV,1893,Segment 5,51.349778,6.073759,5,71.964299,7,306.869177
9,Cam Manyawu,Big,2024-02-28 02:50:27,2024-02-28 02:50:37,178,UNLV,1895,Segment 5,0.45795,2.381951,0,1.882284,0,8.026409
9,Cam Manyawu,Big,2024-02-28 02:51:21,2024-02-28 02:52:25,178,UNLV,1897,Segment 5,9.966558,2.961612,0,16.438592,1,70.097221
9,Cam Manyawu,Big,2024-02-28 03:08:25,2024-02-28 03:13:42,178,UNLV,1899,Segment 6,26.045834,6.821451,2,40.74363,3,173.73843
9,Cam Manyawu,Big,2024-02-28 03:16:57,2024-02-28 03:24:21,178,UNLV,1901,Segment 7,94.730943,5.64225,6,142.131192,13,606.073885
9,Cam Manyawu,Big,2024-02-28 03:27:01,2024-02-28 03:31:04,178,UNLV,1903,Segment 8,24.616235,4.877275,0,31.506402,5,134.34917
9,Cam Manyawu,Big,2024-02-28 03:33:24,2024-02-28 03:35:18,178,UNLV,1905,Segment 8,28.487006,5.320889,1,37.964212,2,161.886473
9,Cam Manyawu,Big,2024-02-28 03:37:50,2024-02-28 03:42:59,178,UNLV,1907,Segment 9,59.891148,6.033099,3,86.950293,9,370.772251
9,Cam Manyawu,Big,2024-02-28 03:44:07,2024-02-28 03:48:10,178,UNLV,1909,Segment 9,52.490067,5.084737,7,73.112434,5,311.76504
9,Cam Manyawu,Big,2024-02-28 03:51:00,2024-02-28 03:54:14,178,UNLV,1911,Segment 10,30.989751,5.24593,1,42.812959,5,182.562435
9,Cam Manyawu,Big,2024-02-28 03:55:58,2024-02-28 03:57:40,178,UNLV,1913,Segment 10,11.74544,5.131854,0,19.084735,4,81.380866
9,Cam Manyawu,Big,2024-02-28 03:58:37,2024-02-28 03:58:51,178,UNLV,1915,Segment 10,2.808905,2.230158,0,3.18204,3,13.56881
9,Cam Manyawu,Big,2024-02-28 03:59:36,2024-02-28 04:01:11,178,UNLV,1917,Segment 10,13.407073,7.427048,0,17.410715,0,74.242534
9,Cam Manyawu,Big,2024-02-28 04:02:39,2024-02-28 04:04:45,178,UNLV,1919,Segment 10,6.342487,3.693316,1,7.211308,1,30.750359
9,Cam Manyawu,Big,2024-02-28 04:06:08,2024-02-28 04:06:45,178,UNLV,1921,Segment 10,5.010003,3.642632,0,6.392544,0,27.259
9,Cam Manyawu,Big,2024-02-28 04:09:24,2024-02-28 04:20:12,178,UNLV,1923,Segment 11 (OT),107.249905,5.7802,10,155.36399,15,662.501
9,Cam Manyawu,Big,2024-02-28 04:22:25,2024-02-28 04:23:02,178,UNLV,1925,Segment 11 (OT),3.319767,2.35171,0,5.427983,2,23.145932
9,Cam Manyawu,Big,2024-02-25 00:36:07,2024-02-25 00:41:54,175,Boise St.,1838,Segment 1,24.036994,5.798756,2,34.39339,0,146.659823
9,Cam Manyawu,Big,2024-02-25 00:44:27,2024-02-25 00:51:53,175,Boise St.,1840,Segment 2,87.639292,6.048977,5,125.690195,23,535.966407
9,Cam Manyawu,Big,2024-02-25 00:54:19,2024-02-25 01:01:08,175,Boise St.,1842,Segment 3,90.706015,6.526353,4,135.650945,13,578.440902
9,Cam Manyawu,Big,2024-02-25 01:03:35,2024-02-25 01:07:01,175,Boise St.,1844,Segment 4,42.41698,5.338726,3,63.805907,7,272.080278
9,Cam Manyawu,Big,2024-02-25 01:08:08,2024-02-25 01:12:21,175,Boise St.,1846,Segment 4,46.216509,5.537121,2,68.821951,9,293.469622
9,Cam Manyawu,Big,2024-02-25 01:14:43,2024-02-25 01:21:13,175,Boise St.,1848,Segment 5,78.49743,6.934722,1,111.479136,20,475.367807
9,Cam Manyawu,Big,2024-02-25 01:37:47,2024-02-25 01:45:17,175,Boise St.,1850,Segment 6,26.007456,5.218988,2,33.473073,4,142.735421
9,Cam Manyawu,Big,2024-02-25 01:47:38,2024-02-25 01:50:13,175,Boise St.,1852,Segment 7,41.853007,7.628274,1,66.008828,3,281.47394
9,Cam Manyawu,Big,2024-02-25 01:52:35,2024-02-25 01:57:36,175,Boise St.,1854,Segment 7,50.928277,7.415402,3,74.795473,8,318.941835
9,Cam Manyawu,Big,2024-02-25 01:59:59,2024-02-25 02:03:24,175,Boise St.,1856,Segment 8,4.060312,1.67429,0,3.817112,0,16.276876
9,Cam Manyawu,Big,2024-02-25 02:04:18,2024-02-25 02:05:32,175,Boise St.,1858,Segment 8,14.218895,4.874796,1,20.013945,1,85.343192
9,Cam Manyawu,Big,2024-02-25 02:07:49,2024-02-25 02:15:29,175,Boise St.,1860,Segment 9,95.762191,5.642136,6,134.716257,14,574.455221
9,Cam Manyawu,Big,2024-02-25 02:17:39,2024-02-25 02:22:47,175,Boise St.,1862,Segment 10,42.386998,5.84323,3,70.300298,7,299.773569
9,Cam Manyawu,Big,2024-02-25 02:25:58,2024-02-25 02:31:09,175,Boise St.,1864,Segment 10,9.877642,1.240448,0,15.112934,0,64.444365
9,Cam Manyawu,Big,2024-02-15 03:06:12,2024-02-15 03:12:13,162,Utah State,1684,Segment 1,54.980141,6.537391,1,72.575382,8,309.474949
9,Cam Manyawu,Big,2024-02-15 03:15:29,2024-02-15 03:22:57,162,Utah State,1686,Segment 2,69.209363,6.203992,3,94.543796,13,403.152361
9,Cam Manyawu,Big,2024-02-15 03:25:37,2024-02-15 03:30:46,162,Utah State,1688,Segment 3,20.319663,4.483351,2,21.989239,4,93.766213
9,Cam Manyawu,Big,2024-02-15 03:33:45,2024-02-15 03:36:48,162,Utah State,1690,Segment 4,43.149515,5.818416,4,56.996407,4,243.0433
9,Cam Manyawu,Big,2024-02-15 03:37:42,2024-02-15 03:42:57,162,Utah State,1692,Segment 4,39.36496,5.795067,1,54.515372,8,232.463703
9,Cam Manyawu,Big,2024-02-15 03:45:28,2024-02-15 03:51:26,162,Utah State,1694,Segment 5,77.493547,6.529694,4,119.595766,13,509.97863
9,Cam Manyawu,Big,2024-02-15 04:07:37,2024-02-15 04:15:51,162,Utah State,1696,Segment 6,90.89012,6.129549,4,129.170022,11,550.805039
9,Cam Manyawu,Big,2024-02-15 04:18:39,2024-02-15 04:24:03,162,Utah State,1698,Segment 7,68.359585,5.776903,1,98.648859,11,420.657115
9,Cam Manyawu,Big,2024-02-15 04:26:43,2024-02-15 04:30:46,162,Utah State,1700,Segment 8,52.578519,6.549452,3,75.072683,8,320.123907
9,Cam Manyawu,Big,2024-02-15 04:33:33,2024-02-15 04:35:38,162,Utah State,1702,Segment 8,1.867342,0.940984,0,1.052303,0,4.487218
9,Cam Manyawu,Big,2024-02-15 04:38:24,2024-02-15 04:47:38,162,Utah State,1704,Segment 9,69.580078,5.27648,4,98.699927,12,420.874876
9,Cam Manyawu,Big,2024-02-15 04:50:17,2024-02-15 04:51:59,162,Utah State,1706,Segment 10,3.702508,1.33638,0,4.802588,0,20.479129
9,Cam Manyawu,Big,2024-02-15 04:52:30,2024-02-15 04:54:19,162,Utah State,1708,Segment 10,20.793653,6.596289,0,31.941737,7,136.205518
9,Cam Manyawu,Big,2024-02-15 04:55:36,2024-02-15 04:56:45,162,Utah State,1710,Segment 10,14.421692,5.18798,3,17.729605,1,75.60234
9,Cam Manyawu,Big,2024-02-15 04:57:38,2024-02-15 04:58:25,162,Utah State,1712,Segment 10,8.833603,6.20931,0,13.135693,2,56.013042
9,Cam Manyawu,Big,2024-02-15 04:59:21,2024-02-15 05:02:37,162,Utah State,1714,Segment 10,32.295924,6.078808,1,48.286369,1,205.902074
9,Cam Manyawu,Big,2024-02-15 05:04:51,2024-02-15 05:07:53,162,Utah State,1716,Segment 10,10.453766,3.858102,0,14.033955,0,59.8434
9,Cam Manyawu,Big,2024-02-07 01:35:15,2024-02-07 01:44:32,155,New Mexico,1590,Segment 1,5.284241,0.723352,0,2.724861,0,11.619316
9,Cam Manyawu,Big,2024-02-07 01:47:11,2024-02-07 01:50:45,155,New Mexico,1592,Segment 2,57.156188,6.166518,2,84.099705,3,358.616809
9,Cam Manyawu,Big,2024-02-07 01:53:23,2024-02-07 02:00:23,155,New Mexico,1594,Segment 3,88.732099,5.874349,7,132.881695,16,566.632304
9,Cam Manyawu,Big,2024-02-07 02:02:45,2024-02-07 02:06:08,155,New Mexico,1596,Segment 4,3.670727,1.716215,0,4.38317,0,18.690652
9,Cam Manyawu,Big,2024-02-07 02:07:16,2024-02-07 02:09:45,155,New Mexico,1598,Segment 4,36.224803,6.069024,2,53.269348,0,227.150426
9,Cam Manyawu,Big,2024-02-07 02:12:13,2024-02-07 02:14:42,155,New Mexico,1600,Segment 5,40.420209,6.241333,2,61.072203,8,260.423253
9,Cam Manyawu,Big,2024-02-07 02:15:45,2024-02-07 02:19:17,155,New Mexico,1602,Segment 5,20.563781,6.150901,1,27.935487,2,119.122123
9,Cam Manyawu,Big,2024-02-07 02:35:22,2024-02-07 02:44:25,155,New Mexico,1604,Segment 6,76.880133,6.012564,5,112.710269,11,480.617585
9,Cam Manyawu,Big,2024-02-07 02:46:53,2024-02-07 02:49:32,155,New Mexico,1606,Segment 7,51.134654,5.841403,6,79.171551,4,337.602243
9,Cam Manyawu,Big,2024-02-07 02:52:04,2024-02-07 02:55:55,155,New Mexico,1608,Segment 7,2.594379,0.866293,0,1.851449,0,7.894925
9,Cam Manyawu,Big,2024-02-07 02:58:09,2024-02-07 03:00:20,155,New Mexico,1610,Segment 8,2.850084,2.22447,0,3.860252,0,16.460833
9,Cam Manyawu,Big,2024-02-07 03:01:50,2024-02-07 03:05:45,155,New Mexico,1612,Segment 8,51.032264,5.403455,2,72.390778,6,308.687764
9,Cam Manyawu,Big,2024-02-07 03:08:03,2024-02-07 03:13:31,155,New Mexico,1614,Segment 9,19.355571,5.278752,0,24.611657,6,104.948689
9,Cam Manyawu,Big,2024-02-07 03:15:11,2024-02-07 03:17:43,155,New Mexico,1616,Segment 9,41.919166,5.672687,5,59.412093,7,253.344232
9,Cam Manyawu,Big,2024-02-07 03:20:16,2024-02-07 03:23:45,155,New Mexico,1618,Segment 10,39.857421,5.681563,1,62.333758,7,265.802757
9,Cam Manyawu,Big,2024-01-27 21:05:34,2024-01-27 21:11:23,145,CSU,1275,Segment 1,7.748577,1.314177,0,7.838882,0,33.426454
9,Cam Manyawu,Big,2024-01-27 21:13:57,2024-01-27 21:20:43,145,CSU,1277,Segment 2,70.20295,5.749404,1,94.288426,12,402.063414
9,Cam Manyawu,Big,2024-01-27 21:23:12,2024-01-27 21:27:55,145,CSU,1279,Segment 3,63.480515,5.661508,7,88.599668,4,377.80549
9,Cam Manyawu,Big,2024-01-27 21:30:23,2024-01-27 21:35:45,145,CSU,1281,Segment 4,8.127845,1.461066,0,7.242854,0,30.884878
9,Cam Manyawu,Big,2024-01-27 21:38:17,2024-01-27 21:42:48,145,CSU,1283,Segment 5,48.990807,6.330178,4,67.269026,4,286.847661
9,Cam Manyawu,Big,2024-01-27 21:43:46,2024-01-27 21:46:29,145,CSU,1285,Segment 5,27.488878,5.992236,2,40.733474,1,173.695121
9,Cam Manyawu,Big,2024-01-27 22:04:33,2024-01-27 22:11:54,145,CSU,1287,Segment 6,57.857185,5.509268,2,75.298553,13,321.087057
9,Cam Manyawu,Big,2024-01-27 22:14:31,2024-01-27 22:18:35,145,CSU,1289,Segment 7,61.22326,6.13623,4,79.943586,6,340.894344
9,Cam Manyawu,Big,2024-01-27 22:21:47,2024-01-27 22:27:27,145,CSU,1291,Segment 8,37.224232,4.930307,1,54.204773,2,231.139251
9,Cam Manyawu,Big,2024-01-27 22:29:54,2024-01-27 22:33:19,145,CSU,1293,Segment 8,35.661614,5.463345,2,48.771162,6,207.969322
9,Cam Manyawu,Big,2024-01-27 22:35:39,2024-01-27 22:38:29,145,CSU,1295,Segment 9,25.889541,5.849382,2,35.668635,4,152.097705
9,Cam Manyawu,Big,2024-01-27 22:39:34,2024-01-27 22:43:03,145,CSU,1297,Segment 9,11.565133,2.942047,0,18.431108,1,78.593679
9,Cam Manyawu,Big,2024-01-27 22:45:30,2024-01-27 22:52:12,145,CSU,1299,Segment 10,6.851117,1.391924,0,6.729692,0,28.696659
9,Cam Manyawu,Big,2024-01-27 22:53:17,2024-01-27 22:53:51,145,CSU,1301,Segment 10,5.14943,2.529757,0,5.649037,1,24.088546
9,Cam Manyawu,Big,2024-01-27 22:55:36,2024-01-27 23:00:15,145,CSU,1303,Segment 10,38.617412,6.388135,2,59.229932,2,252.567464
9,Cam Manyawu,Big,2024-01-27 23:01:08,2024-01-27 23:03:02,145,CSU,1305,Segment 10,6.234714,3.509457,0,7.624327,1,32.511551
9,Cam Manyawu,Big,2024-01-27 23:05:58,2024-01-27 23:06:17,145,CSU,1307,Segment 10,1.15887,1.026462,0,2.037078,0,8.686479
9,Cam Manyawu,Big,2024-01-27 23:07:34,2024-01-27 23:08:12,145,CSU,1309,Segment 10,4.323614,2.651118,0,5.626312,1,23.991642
9,Cam Manyawu,Big,2024-01-27 23:09:59,2024-01-27 23:11:49,145,CSU,1311,Segment 11 (OT),5.824768,1.147279,0,6.510784,1,27.763195
9,Cam Manyawu,Big,2024-01-27 23:15:12,2024-01-27 23:21:36,145,CSU,1313,Segment 11 (OT),61.605727,5.028369,1,89.01216,8,379.564433
9,Cam Manyawu,Big,2024-01-27 23:22:38,2024-01-27 23:24:30,145,CSU,1315,Segment 11 (OT),6.401948,0.911459,0,6.150348,1,26.22623
9,Cam Manyawu,Big,2024-01-27 23:25:30,2024-01-27 23:26:24,145,CSU,1317,Segment 11 (OT),5.37372,2.047045,1,5.766924,1,24.591239
9,Cam Manyawu,Big,2024-01-27 23:27:19,2024-01-27 23:29:36,145,CSU,1319,Segment 11 (OT),7.46312,1.329825,0,8.109123,0,34.57881
9,Cam Manyawu,Big,2024-01-27 23:30:50,2024-01-27 23:32:25,145,CSU,1321,Segment 11 (OT),7.018186,3.413171,1,7.717081,2,32.907073
9,Cam Manyawu,Big,2024-01-21 00:35:05,2024-01-21 00:41:19,139,Nevada,1410,Segment 1,5.644916,1.558646,0,5.329094,0,22.724248
9,Cam Manyawu,Big,2024-01-21 00:43:39,2024-01-21 00:49:54,139,Nevada,1409,Segment 2,18.352439,5.44001,0,22.213018,2,94.720449
9,Cam Manyawu,Big,2024-01-21 00:53:29,2024-01-21 01:00:31,139,Nevada,1413,Segment 3,95.503653,6.46003,7,138.481923,9,590.51272
9,Cam Manyawu,Big,2024-01-21 01:02:32,2024-01-21 01:12:27,139,Nevada,1415,Segment 4,94.68109,6.14446,9,144.739532,12,617.196332
9,Cam Manyawu,Big,2024-01-21 01:14:48,2024-01-21 01:18:51,139,Nevada,1417,Segment 5,9.084756,2.953946,1,9.495565,2,40.490859
9,Cam Manyawu,Big,2024-01-21 01:19:33,2024-01-21 01:22:17,139,Nevada,1419,Segment 5,28.3861,5.25118,0,41.164252,8,175.532042
9,Cam Manyawu,Big,2024-01-21 01:38:41,2024-01-21 01:48:26,139,Nevada,1421,Segment 6,65.022375,5.901035,3,93.159878,8,397.251078
9,Cam Manyawu,Big,2024-01-21 01:50:47,2024-01-21 01:58:26,139,Nevada,1423,Segment 7,46.089741,5.630043,4,63.015781,9,268.711031
9,Cam Manyawu,Big,2024-01-21 02:00:37,2024-01-21 02:06:42,139,Nevada,1425,Segment 8,10.996976,2.300126,0,11.885741,0,50.683013
9,Cam Manyawu,Big,2024-01-21 02:09:12,2024-01-21 02:11:19,139,Nevada,1427,Segment 8,3.729981,1.250446,0,5.372817,0,22.910691
9,Cam Manyawu,Big,2024-01-21 02:13:39,2024-01-21 02:25:22,139,Nevada,1429,Segment 9,65.369535,7.492838,2,90.643088,11,386.519015
9,Cam Manyawu,Big,2024-01-21 02:28:06,2024-01-21 02:28:43,139,Nevada,1431,Segment 10,1.092303,1.301732,0,2.240919,0,9.555695
9,Cam Manyawu,Big,2024-01-21 02:29:21,2024-01-21 02:31:41,139,Nevada,1433,Segment 10,3.675682,1.746848,0,5.195442,0,22.154332
9,Cam Manyawu,Big,2024-01-21 02:33:10,2024-01-21 02:37:18,139,Nevada,1435,Segment 10,5.349793,1.367349,0,5.362291,0,22.865806
9,Cam Manyawu,Big,2024-01-21 02:38:19,2024-01-21 02:41:22,139,Nevada,1438,Segment 10,3.86988,1.56997,0,3.818279,0,16.281855
9,Cam Manyawu,Big,2024-01-21 02:42:13,2024-01-21 02:45:30,139,Nevada,1437,Segment 10,15.343365,4.071095,0,23.512606,0,100.262132
9,Cam Manyawu,Big,2024-01-13 21:05:20,2024-01-13 21:10:09,133,Fresno St.,1553,Segment 1,3.117144,1.019853,0,2.603155,0,11.100339
9,Cam Manyawu,Big,2024-01-13 21:12:17,2024-01-13 21:20:02,133,Fresno St.,1555,Segment 2,44.582117,5.678507,2,59.286371,7,252.808134
9,Cam Manyawu,Big,2024-01-13 21:22:10,2024-01-13 21:31:39,133,Fresno St.,1557,Segment 3,48.308957,5.632387,2,61.007378,5,260.146828
9,Cam Manyawu,Big,2024-01-13 21:34:25,2024-01-13 21:40:25,133,Fresno St.,1559,Segment 4,28.411195,6.352734,1,36.877721,1,157.253472
9,Cam Manyawu,Big,2024-01-13 21:42:57,2024-01-13 21:47:56,133,Fresno St.,1561,Segment 5,71.86241,6.724316,1,106.563808,11,454.407932
9,Cam Manyawu,Big,2024-01-13 21:48:58,2024-01-13 21:50:56,133,Fresno St.,1563,Segment 5,18.064706,5.540547,2,23.249962,4,99.14217
9,Cam Manyawu,Big,2024-01-13 21:51:48,2024-01-13 21:52:45,133,Fresno St.,1565,Segment 5,3.726605,1.796223,1,6.664069,1,28.41683
9,Cam Manyawu,Big,2024-01-13 22:08:52,2024-01-13 22:11:38,133,Fresno St.,1567,Segment 6,1.956245,1.125542,0,1.324995,0,5.650027
9,Cam Manyawu,Big,2024-01-13 22:13:45,2024-01-13 22:17:58,133,Fresno St.,1569,Segment 6,30.253436,5.264742,1,39.990984,5,170.529007
9,Cam Manyawu,Big,2024-01-13 22:20:25,2024-01-13 22:28:18,133,Fresno St.,1571,Segment 7,100.517418,6.359962,5,141.239759,11,602.272649
9,Cam Manyawu,Big,2024-01-13 22:30:55,2024-01-13 22:32:59,133,Fresno St.,1573,Segment 8,34.191817,6.442527,1,49.328649,7,210.34655
9,Cam Manyawu,Big,2024-01-13 22:33:40,2024-01-13 22:39:32,133,Fresno St.,1575,Segment 8,55.31617,6.00437,2,76.994382,5,328.31839
9,Cam Manyawu,Big,2024-01-13 22:42:13,2024-01-13 22:47:17,133,Fresno St.,1577,Segment 9,70.873854,5.508454,2,94.663446,9,403.662571
9,Cam Manyawu,Big,2024-01-13 22:48:19,2024-01-13 22:50:03,133,Fresno St.,1579,Segment 9,28.019162,5.110751,1,37.84633,6,161.383805
9,Cam Manyawu,Big,2024-01-13 22:52:11,2024-01-13 22:55:40,133,Fresno St.,1581,Segment 10,48.509838,5.947323,3,66.339872,7,282.885573
9,Cam Manyawu,Big,2024-01-13 22:57:57,2024-01-13 23:00:19,133,Fresno St.,1583,Segment 10,29.378468,5.66788,1,37.168361,3,158.492815
9,Cam Manyawu,Big,2024-01-13 23:02:04,2024-01-13 23:03:01,133,Fresno St.,1585,Segment 10,9.456163,5.483295,0,16.358506,2,69.755719
9,Cam Manyawu,Big,2023-12-17 02:05:28,2023-12-17 02:13:03,58,Weber State,772,Segment 1,122.967998,5.539065,6,160.778531,13,661.735521
9,Cam Manyawu,Big,2023-12-17 02:15:36,2023-12-17 02:17:51,58,Weber State,774,Segment 2,3.635535,0.787007,0,2.353433,0,9.686307
9,Cam Manyawu,Big,2023-12-17 02:20:23,2023-12-17 02:25:44,58,Weber State,776,Segment 3,21.732605,5.455741,0,26.545086,2,109.254801
9,Cam Manyawu,Big,2023-12-17 02:28:15,2023-12-17 02:33:40,58,Weber State,778,Segment 4,77.20092,5.318565,7,105.129434,13,432.693848
9,Cam Manyawu,Big,2023-12-17 02:36:29,2023-12-17 02:44:11,58,Weber State,780,Segment 5,20.576751,5.431082,2,24.726525,4,101.769929
9,Cam Manyawu,Big,2023-12-17 02:45:10,2023-12-17 02:46:33,58,Weber State,782,Segment 5,10.84237,4.380376,0,14.351799,0,59.069423
9,Cam Manyawu,Big,2023-12-17 02:47:21,2023-12-17 02:47:49,58,Weber State,784,Segment 5,6.099676,2.349652,2,4.68585,0,19.286115
9,Cam Manyawu,Big,2023-12-17 03:05:48,2023-12-17 03:10:27,58,Weber State,786,Segment 6,68.045807,4.983991,3,89.765406,15,369.458269
9,Cam Manyawu,Big,2023-12-17 03:11:56,2023-12-17 03:13:57,58,Weber State,788,Segment 6,22.567715,4.608955,0,32.028457,5,131.823367
9,Cam Manyawu,Big,2023-12-17 03:16:15,2023-12-17 03:21:45,58,Weber State,790,Segment 7,61.866055,5.416225,4,85.578778,10,352.22686
9,Cam Manyawu,Big,2023-12-17 03:22:18,2023-12-17 03:23:36,58,Weber State,792,Segment 7,17.474108,4.752535,0,23.59648,3,97.11887
9,Cam Manyawu,Big,2023-12-17 03:26:13,2023-12-17 03:27:03,58,Weber State,794,Segment 8,8.999052,3.435585,0,10.088806,1,41.523709
9,Cam Manyawu,Big,2023-12-17 03:29:13,2023-12-17 03:33:27,58,Weber State,796,Segment 8,54.216739,4.95846,4,67.358327,5,277.23476
9,Cam Manyawu,Big,2023-12-17 03:34:27,2023-12-17 03:35:46,58,Weber State,798,Segment 8,1.566107,1.367074,0,2.00255,0,8.242136
9,Cam Manyawu,Big,2023-12-17 03:38:02,2023-12-17 03:43:27,58,Weber State,800,Segment 9,50.18864,5.592546,2,70.722394,6,291.080658
9,Cam Manyawu,Big,2023-12-17 03:45:54,2023-12-17 03:52:32,58,Weber State,802,Segment 10,35.044663,5.865346,2,47.233278,4,194.403679
9,Cam Manyawu,Big,2023-12-17 03:53:30,2023-12-17 03:54:35,58,Weber State,804,Segment 10,14.49319,6.649208,3,20.25639,1,83.371657
9,Cam Manyawu,Big,2023-12-17 03:56:23,2023-12-17 03:58:39,58,Weber State,806,Segment 10,27.014339,5.826453,2,40.092543,2,165.013696
9,Cam Manyawu,Big,2023-12-09 21:06:15,2023-12-09 21:11:47,52,SFA,695,Segment 1,81.461771,5.166407,6,111.648092,12,459.523468
9,Cam Manyawu,Big,2023-12-09 21:15:11,2023-12-09 21:22:02,52,SFA,697,Segment 2,84.757537,6.067942,6,119.321322,14,491.105104
9,Cam Manyawu,Big,2023-12-09 21:25:11,2023-12-09 21:30:54,52,SFA,699,Segment 3,38.37523,5.390707,1,52.374478,5,215.563934
9,Cam Manyawu,Big,2023-12-09 21:31:52,2023-12-09 21:34:35,52,SFA,701,Segment 3,43.788332,5.201319,2,58.568963,5,241.059321
9,Cam Manyawu,Big,2023-12-09 21:37:52,2023-12-09 21:42:05,52,SFA,703,Segment 4,39.589324,5.410031,2,52.407889,6,215.701446
9,Cam Manyawu,Big,2023-12-09 21:43:01,2023-12-09 21:46:20,52,SFA,705,Segment 4,44.919836,6.578253,4,67.124846,5,276.273794
9,Cam Manyawu,Big,2023-12-09 21:49:17,2023-12-09 21:58:01,52,SFA,707,Segment 5,77.374937,5.967684,3,111.798619,8,460.143012
9,Cam Manyawu,Big,2023-12-09 22:15:58,2023-12-09 22:18:18,52,SFA,710,Segment 6,22.658634,5.656947,2,31.849573,3,131.087115
9,Cam Manyawu,Big,2023-12-09 22:18:49,2023-12-09 22:25:42,52,SFA,712,Segment 6,81.518517,6.142655,4,114.899244,16,472.904625
9,Cam Manyawu,Big,2023-12-09 22:28:45,2023-12-09 22:29:56,52,SFA,714,Segment 7,24.467292,5.095511,0,32.075248,5,132.015954
9,Cam Manyawu,Big,2023-12-09 22:32:58,2023-12-09 22:38:10,52,SFA,716,Segment 7,56.785644,5.34538,1,73.419237,9,302.180379
